   3.9836686e-01   2.7029328e-01 2.4494801e-01 2.6256767e-02  -4.1912946e-04  -3.6257865e-04 2.5499994e-02 1.8583062e-05 2.4929066e-05
   3.9401010e-01   3.8753231e-01 2.9197890e-01 2.3549772e-02  1.9889708e-02  -1.4960726e-04 4.2871208e-02 -4.5990000e-04 -4.1866324e-04
   3.5848898e-01   2.7793520e-01 2.3221473e-01 8.2232959e-03  -3.7427973e-04  -2.8788595e-04 7.5863532e-03 2.1849969e-05 2.5219624e-05
   2.1498682e-01   1.5650182e-01 1.3468119e-01 -1.8743351e-04  -2.4965821e-05  -9.6392026e-06 -2.2187405e-04 1.7183186e-07 1.6282363e-07
   3.4141683e-01   3.3992516e-01 2.4638546e-01 4.2612349e-03  3.9939789e-03  -3.7306486e-04 7.9107516e-03 2.1578634e-05 2.8603069e-05
   3.6290554e-01   3.2210040e-01 2.6357636e-01 9.5606754e-03  1.5886678e-03  -4.3162703e-04 1.0716238e-02 -1.3953935e-05 -1.4822287e-06
   3.9181191e-01   3.4625020e-01 2.8533666e-01 2.2259659e-02  5.2115238e-03  -2.8806077e-04 2.7005125e-02 -2.0690000e-04 -1.7799622e-04
   3.7953358e-01   3.5396388e-01 2.0815276e-01 1.5941420e-02  6.9971522e-03  -1.5784730e-04 2.2863388e-02 9.7922230e-05 8.2680111e-05
   2.6109217e-01   2.3877182e-01 1.5163724e-01 -4.2197189e-04  -3.2410730e-04  -2.0489020e-05 -7.6631027e-04 2.6420423e-07 2.6245014e-07
   3.6245397e-01   2.9343679e-01 1.7720558e-01 9.4138159e-03  -1.0260172e-04  -5.6243246e-05 9.2663619e-03 1.6120438e-05 1.1386415e-05
   3.8844742e-01   2.3831295e-01 2.3170117e-01 2.0374421e-02  -3.2256135e-04  -2.8320135e-04 1.9791407e-02 1.9674191e-05 2.2737192e-05
   3.8498290e-01   1.2440183e-01 1.2242712e-01 1.8560880e-02  -5.9171189e-06  -5.3566315e-06 1.8550039e-02 4.2280601e-07 4.3785584e-07
   3.6561628e-01   2.5718240e-01 1.7298958e-01 1.0445717e-02  -4.1358000e-04  -4.8008380e-05 9.9868143e-03 4.3143641e-06 2.6829955e-06
   3.0597218e-01   3.0127624e-01 2.1327605e-01 3.9002919e-04  1.6890514e-04  -1.8108757e-04 3.9554649e-04 1.6610475e-05 1.7701650e-05
   3.8934715e-01   3.0267819e-01 2.5664222e-01 2.0868318e-02  2.3016757e-04  -4.1755297e-04 2.0690490e-02 -7.0492479e-07 9.5510224e-06
   3.6008916e-01   2.3226640e-01 2.1842813e-01 8.6901946e-03  -2.8605216e-04  -2.0667243e-04 8.2132530e-03 1.4321441e-05 1.5778132e-05
   3.3503722e-01   3.0182511e-01 2.9793898e-01 3.1961116e-03  1.9042324e-04  3.6921892e-05 3.3941089e-03 -4.4313969e-05 -2.9340627e-05
   3.9775365e-01   2.7217750e-01 2.0508143e-01 2.5862476e-02  -4.1067378e-04  -1.4305054e-04 2.5329085e-02 2.0675890e-05 2.0325254e-05
   3.9215902e-01   2.8516766e-01 2.3303108e-01 2.2453841e-02  -2.8405685e-04  -2.9372838e-04 2.1905639e-02 2.5519947e-05 2.9597325e-05
   3.4517741e-01   3.4093877e-01 2.6803766e-01 4.9892041e-03  4.1761941e-03  -4.2956135e-04 8.7224062e-03 -2.7777424e-05 -1.3425370e-05
   3.1497511e-01   2.1501603e-01 1.8961415e-01 9.6472865e-04  -1.8811324e-04  -8.6395118e-05 6.9534946e-04 4.8548751e-06 5.1310982e-06
   3.8434871e-01   2.9938058e-01 2.5242836e-01 1.8243252e-02  9.2768649e-05  -4.0140919e-04 1.7952418e-02 9.1451959e-06 1.7810061e-05
   3.9541837e-01   2.9726030e-01 1.9798307e-01 2.4398429e-02  1.6411081e-05  -1.1504865e-04 2.4324313e-02 2.9711018e-05 2.4522873e-05
   2.9117490e-01   2.8910207e-01 2.7131535e-01 -1.6462906e-04  -2.1213433e-04  -4.1773514e-04 -7.7773135e-04 1.2066181e-05 1.6776693e-05
   3.3888299e-01   2.2440478e-01 2.2132620e-01 3.8116132e-03  -2.3967622e-04  -2.2229486e-04 3.3623154e-03 1.1668968e-05 1.2671614e-05
   2.8982592e-01   2.2189643e-01 1.6744871e-01 -1.9275695e-04  -2.2481189e-04  -3.8710905e-05 -4.5439459e-04 1.8411622e-06 1.8998147e-06
   3.8516558e-01   3.2727418e-01 2.6533617e-01 1.8657535e-02  2.1511430e-03  -4.3313108e-04 2.0353016e-02 -3.7585273e-05 -2.2528388e-05
   3.3303427e-01   2.7211432e-01 1.9337419e-01 2.8991592e-03  -4.1072459e-04  -9.8581566e-05 2.4001314e-03 1.0322450e-05 1.0270179e-05
   3.3033030e-01   2.9020593e-01 2.2342185e-01 2.5292638e-03  -1.8513454e-04  -2.3594324e-04 2.1304686e-03 2.0245823e-05 2.2286487e-05
   3.5147828e-01   2.6384222e-01 1.9822132e-01 6.3805095e-03  -4.2526568e-04  -1.1534649e-04 5.8527395e-03 1.2600217e-05 1.2847510e-05
   3.9530613e-01   3.9400249e-01 3.8995066e-01 2.4336663e-02  2.3546958e-02  2.1207761e-02 6.5798632e-02 -3.4363700e-03 -3.2927505e-03
   3.6332193e-01   3.4087578e-01 2.0499835e-01 9.6898489e-03  4.1611495e-03  -1.4348973e-04 1.3753211e-02 5.3336716e-05 4.5702782e-05
   3.6304137e-01   3.0137548e-01 2.5448219e-01 9.6020619e-03  1.7322270e-04  -4.0924108e-04 9.3843962e-03 1.0056266e-05 1.8335789e-05
   3.9931222e-01   3.2202894e-01 3.0074428e-01 2.6880798e-02  1.5811562e-03  1.4313243e-04 2.8374831e-02 -2.6203000e-04 -2.3025486e-04
   3.9278054e-01   2.2917782e-01 2.1149219e-01 2.2815808e-02  -2.6756784e-04  -1.7129973e-04 2.2394081e-02 1.5485903e-05 1.7136287e-05
